Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,District,Province,Population,DistrictArea,CommuneCount,Distribute,GDP_USD
9.5,54.5,4.0,5.0,4.0,,4.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
63.0,410.0,1.0,1.0,1.0,,15.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
11.8,55.0,6.0,4.0,6.0,3.0,4.0,yes,no,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
22.7,95.0,27.0,,7.0,,6.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
13.6,48.0,4.0,4.0,5.0,3.0,4.5,yes,no,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
3.45,32.8,5.0,3.0,4.0,3.0,,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
13.5,50.0,4.0,4.0,5.0,,,yes,no,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
11.2,48.0,5.0,3.0,5.0,3.0,4.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
7.85,172.0,10.0,10.0,5.0,6.0,5.5,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
11.7,46.0,4.0,3.0,3.0,5.0,4.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
4.98,21.0,2.0,2.0,4.0,8.0,3.5,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
5.4,70.0,4.0,3.0,3.0,,4.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
21.0,80.0,6.0,4.0,5.0,15.0,4.0,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
4.75,50.0,4.0,4.0,3.0,,,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
23.8,300.0,55.0,55.0,4.0,4.0,9.2,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
3.0,40.0,3.0,2.0,3.0,,,yes,no,chương mỹ,hà nội,337326.0,237.4,30.0,1.421,51.39
15.9,94.0,8.0,8.0,5.0,5.0,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
22.8,60.0,6.0,4.0,5.0,6.0,5.4,yes,no,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
12.7,68.0,4.0,2.0,3.0,,,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
5.65,30.0,4.0,4.0,5.0,7.0,4.0,yes,no,thanh trì,hà nội,275745.0,63.5,16.0,4.342,51.39
9.86,72.0,5.0,5.0,4.0,5.0,4.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
6.95,30.0,4.0,3.0,4.0,2.0,3.2,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
22.8,60.0,6.0,4.0,5.0,6.0,5.4,yes,no,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
15.9,94.0,8.0,8.0,5.0,5.0,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
12.7,68.0,4.0,2.0,3.0,,,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
5.65,30.0,4.0,4.0,5.0,7.0,4.0,yes,no,thanh trì,hà nội,275745.0,63.5,16.0,4.342,51.39
9.86,72.0,5.0,5.0,4.0,5.0,4.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
6.95,30.0,4.0,3.0,4.0,2.0,3.2,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
14.9,60.0,14.0,14.0,6.0,4.0,6.0,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
7.9,50.0,4.0,5.0,4.0,5.0,5.0,yes,no,phú nhuận,hồ chí minh,163961.0,4.9,11.0,33.461,63.65
6.25,33.0,4.0,3.0,4.0,1.5,3.5,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
2.35,40.0,3.0,3.0,3.0,,,yes,yes,thanh oai,hà nội,211029.0,123.9,20.0,1.703,51.39
8.8,42.0,5.0,3.0,5.0,3.5,3.8,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
10.2,38.0,3.0,4.0,6.0,,4.8,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
11.0,53.0,7.0,7.0,5.0,13.0,5.0,yes,no,phú nhuận,hồ chí minh,163961.0,4.9,11.0,33.461,63.65
20.0,60.0,,,,8.0,6.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
28.0,100.0,4.0,4.0,5.0,7.0,6.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
16.0,65.0,5.0,4.0,5.0,4.0,4.2,yes,no,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
4.65,80.0,5.0,3.0,2.0,,,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
12.75,46.0,4.0,4.0,7.0,4.5,4.1,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
11.4,57.0,4.0,3.0,4.0,4.0,3.75,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
7.9,33.0,3.0,4.0,6.0,3.5,3.6,yes,no,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
5.74,30.0,3.0,4.0,5.0,3.0,3.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
23.5,48.0,,,7.0,,3.8,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
6.4,31.0,3.0,4.0,5.0,3.0,3.8,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
20.0,50.0,,,5.0,6.0,4.0,yes,no,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
12.9,76.0,3.0,4.0,4.0,,,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
8.3,50.0,3.0,2.0,3.0,6.0,4.0,yes,yes,quận 10,hồ chí minh,234819.0,5.7,11.0,41.196,63.65
33.0,90.0,3.0,3.0,4.0,6.0,4.2,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
7.9,84.0,4.0,5.0,3.0,6.0,,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
14.5,60.0,17.0,17.0,7.0,2.5,,yes,yes,thanh trì,hà nội,275745.0,63.5,16.0,4.342,51.39
6.8,32.0,3.0,4.0,5.0,3.0,4.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
5.3,243.0,5.0,1.0,1.0,6.0,6.0,yes,yes,đức trọng,lâm đồng,186974.0,903.6,15.0,207,4.45
7.3,27.0,4.0,5.0,4.0,2.5,6.3,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
44.4,144.0,33.0,33.0,7.0,,,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
6.8,41.2,6.0,3.0,5.0,3.0,6.84,yes,yes,thanh trì,hà nội,275745.0,63.5,16.0,4.342,51.39
24.3,50.0,4.0,5.0,7.0,4.0,5.6,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
19.5,153.0,7.0,5.0,3.0,12.0,8.5,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
5.6,50.0,4.0,4.0,3.0,8.0,5.0,yes,yes,nhà bè,hồ chí minh,206837.0,100.4,7.0,2.060,63.65
9.6,35.0,3.0,4.0,5.0,5.0,3.5,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,7.529,51.39
7.8,37.0,,,6.0,,4.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
4.5,560.0,12.0,,,2.0,22.0,yes,yes,chí linh,hải dương,220421.0,282.9,19.0,779,7.36
9.3,76.0,2.0,2.0,1.0,13.0,4.0,yes,no,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
32.0,80.0,,,8.0,30.0,6.0,yes,no,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
30.0,100.0,5.0,5.0,5.0,8.0,6.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
7.6,40.0,2.0,2.0,3.0,3.0,,yes,no,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
10.19,37.0,4.0,4.0,6.0,15.0,5.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
3.8,33.0,2.0,2.0,2.0,,,yes,no,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
4.3,76.0,2.0,1.0,2.0,5.0,4.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
2.45,40.0,4.0,3.0,4.0,3.0,,yes,yes,hải an,hải phòng,144256.0,97.6,8.0,1.477,15.97
9.8,60.0,6.0,5.0,5.0,3.0,6.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
4.6,60.0,4.0,3.0,4.0,6.0,4.0,yes,yes,hải an,hải phòng,144256.0,97.6,8.0,1.477,15.97
9.5,652.0,3.0,4.0,1.0,12.0,18.0,yes,yes,long đất,bà rịa vũng tàu,209293.0,266.5,11.0,2.139,16.79
12.5,38.0,4.0,4.0,6.0,6.0,,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
7.38,30.0,5.0,6.0,4.0,2.0,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
20.5,100.0,35.0,35.0,9.0,,6.0,yes,yes,thanh trì,hà nội,275745.0,63.5,16.0,4.342,51.39
4.2,36.0,3.0,2.0,,5.0,4.0,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
10.9,44.0,4.0,4.0,5.0,5.0,8.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
1.76,100.0,4.0,3.0,2.0,10.0,5.0,yes,yes,cần giuộc,long an,214914.0,215.1,15.0,999,6.74
9.6,42.0,4.0,5.0,6.0,4.0,4.0,yes,no,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
4.8,87.0,2.0,1.0,,10.0,5.0,yes,no,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
4.9,369.0,2.0,1.0,1.0,7.0,8.2,yes,yes,đức trọng,lâm đồng,186974.0,903.6,15.0,207,4.45
23.0,48.0,4.0,4.0,6.0,5.0,3.8,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
11.3,80.0,5.0,3.0,4.0,4.0,4.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
7.65,38.0,4.0,4.0,5.0,4.0,5.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
9.5,45.0,4.0,4.0,5.0,2.5,4.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
21.7,52.0,5.0,5.0,6.0,12.0,4.5,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
12.0,60.0,4.0,3.0,4.0,2.5,6.2,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
45.0,117.0,10.0,10.0,10.0,,6.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
2.4,44.3,2.0,2.0,2.0,4.0,4.0,yes,yes,dĩ an,bình dương,403760.0,60.1,7.0,6.718,19.28
21.5,62.0,5.0,6.0,7.0,6.0,5.1,no,yes,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
12.65,71.5,7.0,5.0,5.0,3.5,3.5,yes,no,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
10.7,45.0,5.0,4.0,5.0,2.8,5.5,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
15.8,118.0,4.0,5.0,3.0,,,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
15.6,60.0,,,1.0,2.5,3.7,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
35.0,262.0,3.0,2.0,2.0,30.0,6.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
4.35,64.0,3.0,3.0,2.0,8.0,4.0,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
5.15,80.0,3.0,2.0,2.0,5.0,4.0,yes,no,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
3.3,45.0,,,,3.0,3.5,yes,yes,đông anh,hà nội,405749.0,185.6,24.0,2.186,51.39
5.5,53.0,3.0,3.0,3.0,6.0,,yes,no,quận 6,hồ chí minh,233561.0,7.2,10.0,32.439,63.65
6.8,42.0,3.0,3.0,4.0,4.0,5.2,yes,yes,quận 4,hồ chí minh,175329.0,4.2,10.0,41.745,63.65
18.2,88.0,4.0,3.0,4.0,,,yes,no,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
1.4,47.0,1.0,1.0,1.0,5.0,7.0,no,no,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
2.15,66.3,3.0,3.0,3.0,,,yes,yes,an dương,hải phòng,171227.0,78.9,10.0,2.169,15.97
22.0,65.0,5.0,6.0,3.0,5.0,3.5,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
8.0,92.0,3.0,4.0,2.0,6.0,8.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
8.8,160.0,15.0,15.0,3.0,6.0,8.5,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
12.5,55.0,13.0,13.0,6.0,4.0,5.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
2.45,64.0,3.0,3.0,3.0,4.5,,yes,yes,an dương,hải phòng,171227.0,78.9,10.0,2.169,15.97
11.9,40.0,3.0,4.0,5.0,3.0,3.0,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
6.39,54.0,4.0,5.0,4.0,6.0,4.0,yes,yes,nhà bè,hồ chí minh,206837.0,100.4,7.0,2.060,63.65
12.5,50.0,5.0,5.0,7.0,,,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
11.5,66.0,10.0,10.0,6.0,,,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
8.0,55.0,4.0,3.0,3.0,3.0,3.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
16.2,45.0,5.0,3.0,5.0,,5.0,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
6.8,64.0,4.0,5.0,3.0,5.0,8.0,yes,no,quận 12,hồ chí minh,620146.0,52.8,11.0,11.745,63.65
10.2,50.0,5.0,4.0,6.0,6.0,6.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
13.9,56.0,6.0,5.0,5.0,,5.5,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,7.529,51.39
14.6,56.0,4.0,5.0,6.0,15.0,4.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
24.5,66.0,5.0,5.0,6.0,7.0,5.5,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
8.5,37.0,,,5.0,2.5,3.5,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
6.95,56.0,4.0,4.0,4.0,,4.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
16.0,110.0,6.0,6.0,3.0,10.0,5.2,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
7.95,37.0,4.0,3.0,4.0,,3.6,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
2.56,100.0,4.0,3.0,2.0,100.0,4.0,yes,yes,cần giuộc,long an,214914.0,215.1,15.0,999,6.74
8.7,61.0,,,,3.0,4.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
12.5,114.0,6.0,,4.0,12.0,4.5,yes,no,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
29.0,93.0,,,,5.0,25.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
10.0,129.0,3.0,,3.0,2.5,8.0,yes,yes,gia lâm,hà nội,286102.0,116.7,17.0,2.452,51.39
13.5,66.0,5.0,5.0,5.0,6.0,,yes,yes,quận 5,hồ chí minh,159073.0,4.3,10.0,36.994,63.65
6.5,45.0,4.0,5.0,6.0,,,yes,yes,hoài đức,hà nội,262978.0,85.0,20.0,3.094,51.39
5.86,109.0,3.0,2.0,,5.0,8.0,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
14.8,40.6,6.0,4.0,5.0,10.0,3.94,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
3.3,51.0,4.0,3.0,4.0,3.0,,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
8.7,47.0,6.0,5.0,6.0,5.0,,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,7.529,51.39
7.1,43.0,4.0,5.0,6.0,,,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
4.95,22.0,3.0,3.0,5.0,2.0,4.0,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
25.0,95.0,4.0,3.0,4.0,10.0,5.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
7.9,38.0,4.0,4.0,5.0,2.0,7.2,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
3.6,28.0,2.0,3.0,3.0,3.0,4.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
9.25,40.0,4.0,3.0,4.0,3.0,6.0,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
5.9,36.8,2.0,3.0,4.0,3.0,4.6,no,no,quận 1,hồ chí minh,142625.0,7.7,10.0,18.523,63.65
11.5,50.0,4.0,5.0,7.0,3.0,4.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
13.5,45.0,3.0,5.0,7.0,4.0,4.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
4.45,68.0,4.0,3.0,4.0,,,yes,no,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
9.1,63.0,4.0,4.0,4.0,3.5,3.8,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
1.45,70.0,2.0,2.0,1.0,12.0,,yes,yes,tân uyên,bình dương,370512.0,191.8,12.0,1.932,19.28
1.15,64.0,3.0,2.0,1.0,16.0,,yes,yes,trảng bàng,tây ninh,161831.0,340.1,10.0,476,4.4
80.0,243.7,15.0,16.0,,,,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
7.0,30.0,3.0,3.0,4.0,2.0,5.0,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
17.5,65.0,4.0,5.0,5.0,,5.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
13.5,50.0,4.0,,4.0,10.0,,yes,no,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
7.8,71.2,6.0,4.0,3.0,8.0,4.0,yes,yes,quận 11,hồ chí minh,209867.0,5.1,10.0,41.150,63.65
15.9,320.0,,,2.0,6.0,14.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
34.5,249.0,4.0,5.0,2.0,10.0,10.0,yes,yes,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
3.25,52.0,3.0,3.0,3.0,,,yes,no,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
6.7,100.0,5.0,3.0,3.0,7.0,5.0,yes,yes,cẩm lệ,đà nẵng,159295.0,35.8,6.0,4.450,5.42
15.0,56.0,3.0,3.0,5.0,10.0,5.1,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
30.0,109.0,30.0,30.0,8.0,,4.6,yes,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
19.3,68.0,4.0,5.0,4.0,4.0,18.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
4.3,30.0,3.0,3.0,4.0,3.3,5.12,yes,no,đan phượng,hà nội,174501.0,78.0,16.0,2.237,51.39
7.5,64.0,2.0,3.0,2.0,5.0,5.0,yes,yes,ngũ hành sơn,đà nẵng,90352.0,40.2,4.0,2.248,5.42
7.3,35.0,4.0,2.0,4.0,3.5,5.0,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
26.7,85.0,25.0,25.0,7.0,,,yes,yes,đống đa,hà nội,371606.0,10.0,17.0,37.161,51.39
44.8,86.4,8.0,9.0,7.0,6.0,5.5,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
15.5,63.0,12.0,12.0,8.0,,,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
35.0,100.0,22.0,25.0,9.0,,,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
10.96,243.5,8.0,9.0,2.0,,10.0,yes,no,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
1.95,109.0,2.0,1.0,,5.0,5.0,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,1.660,4.2
7.5,70.0,4.0,4.0,3.0,8.0,5.0,yes,no,bình thạnh,hồ chí minh,499164.0,20.8,15.0,23.998,63.65
7.55,66.0,3.0,4.0,3.0,,,yes,yes,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
4.86,48.0,2.0,2.0,1.0,3.2,4.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
19.0,68.0,5.0,3.0,4.0,5.0,7.0,yes,no,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
8.2,70.0,4.0,4.0,,4.0,3.9,yes,yes,tân bình,hồ chí minh,474792.0,22.4,15.0,21.196,63.65
22.0,84.0,4.0,5.0,7.0,,5.6,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
6.78,38.0,3.0,3.0,4.0,5.0,5.0,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
26.9,72.0,4.0,5.0,5.0,6.0,10.0,yes,yes,thanh xuân,hà nội,293524.0,9.1,9.0,32.255,51.39
3.5,51.0,4.0,3.0,4.0,6.0,4.2,yes,yes,hải an,hải phòng,144256.0,97.6,8.0,1.477,15.97
6.19,60.0,3.0,4.0,3.0,6.0,4.0,yes,yes,nhà bè,hồ chí minh,206837.0,100.4,7.0,2.060,63.65
15.5,72.0,4.0,4.0,4.0,8.0,6.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
4.5,32.0,3.0,4.0,5.0,,3.8,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
7.3,128.0,5.0,4.0,3.0,5.0,9.3,yes,yes,nhà bè,hồ chí minh,206837.0,100.4,7.0,2.060,63.65
10.5,45.0,5.0,4.0,5.0,,3.8,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
16.0,65.0,9.0,9.0,7.0,,,yes,yes,tây hồ,hà nội,160495.0,24.4,8.0,6.578,51.39
10.8,40.0,4.0,4.0,5.0,6.0,3.6,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
13.5,42.0,10.0,10.0,7.0,3.5,4.2,yes,yes,nam từ liêm,hà nội,269076.0,32.2,10.0,8.364,51.39
6.9,48.0,4.0,3.0,4.0,8.0,4.0,yes,no,tân phú,hồ chí minh,485348.0,16.1,11.0,30.146,63.65
6.4,35.0,4.0,4.0,6.0,5.0,4.0,yes,yes,thanh trì,hà nội,275745.0,63.5,16.0,4.342,51.39
22.0,230.0,7.0,5.0,3.0,16.0,9.5,yes,no,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
16.0,339.2,6.0,7.0,3.0,4.0,16.56,yes,no,nha trang,khánh hòa,422601.0,254.3,22.0,1.660,4.2
3.95,54.0,5.0,3.0,4.0,,,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
11.0,60.8,11.0,11.0,,,,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
5.6,106.0,3.0,2.0,2.0,,5.2,no,yes,hoàng mai,hà nội,506347.0,40.3,14.0,12.564,51.39
9.1,46.0,3.0,4.0,5.0,,,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
7.6,30.0,3.0,4.0,4.0,3.0,5.0,yes,yes,cầu giấy,hà nội,292536.0,12.4,8.0,23.516,51.39
4.12,171.9,4.0,4.0,3.0,12.0,,yes,yes,thuận an,bình dương,508433.0,83.7,10.0,6.074,19.28
2.68,41.49,2.0,2.0,2.0,7.0,4.0,yes,yes,nha trang,khánh hòa,422601.0,254.3,22.0,1.660,4.2
34.5,106.0,25.0,,8.0,,6.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
6.2,44.0,3.0,4.0,3.0,3.5,4.0,yes,yes,quận 7,hồ chí minh,360155.0,35.7,10.0,10.088,63.65
7.95,40.0,3.0,4.0,4.0,6.0,8.0,yes,yes,phú nhuận,hồ chí minh,163961.0,4.9,11.0,33.461,63.65
1.95,203.0,3.0,2.0,2.0,5.0,7.0,yes,no,hiệp hòa,bắc giang,247460.0,206.0,19.0,1.201,6.68
19.0,61.0,12.0,7.0,7.0,,10.0,yes,yes,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
6.0,41.0,4.0,5.0,5.0,4.0,4.5,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
8.59,40.0,3.0,3.0,5.0,,5.0,yes,yes,ba đình,hà nội,221893.0,9.2,13.0,24.119,51.39
15.3,48.0,4.0,4.0,5.0,4.5,4.4,yes,yes,hai bà trưng,hà nội,303586.0,10.3,15.0,29.474,51.39
6.6,35.0,3.0,3.0,5.0,,4.0,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,7.529,51.39
5.75,35.0,4.0,4.0,5.0,3.5,4.0,yes,yes,bắc từ liêm,hà nội,340605.0,45.2,13.0,7.529,51.39
12.54,60.0,4.0,3.0,4.0,,3.6,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
9.24,42.0,3.0,,6.0,6.0,4.4,yes,no,long biên,hà nội,322549.0,59.8,13.0,5.394,51.39
5.5,69.9,4.0,4.0,,,,yes,yes,thủ đức,hồ chí minh,1013795.0,211.6,34.0,4.791,63.65
10.5,112.0,4.0,5.0,4.0,8.0,5.0,yes,yes,nhà bè,hồ chí minh,206837.0,100.4,7.0,2.060,63.65
21.0,242.8,,,2.0,,8.52,yes,yes,gò vấp,hồ chí minh,676899.0,19.7,12.0,34.360,63.65
4.25,34.0,3.0,4.0,5.0,5.0,5.0,yes,yes,hà đông,hà nội,397854.0,49.6,15.0,8.021,51.39
3.5,60.0,3.0,,2.0,,,yes,yes,bình tân,hồ chí minh,784173.0,51.9,10.0,15.109,63.65
2.8,120.0,2.0,1.0,,8.0,6.0,yes,yes,buôn ma thuột,đắk lắk,375590.0,377.2,19.0,996,4.68
