Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,District,Province
8.0,55.0,4,3,3,3.0,3.0,yes,yes,Thanh Xuân, Hà Nội
16.2,45.0,5,3,5,,5.0,yes,yes,Ba Đình, Hà Nội
6.8,64.0,4,5,3,5.0,8.0,yes,no,Quận 12, Hồ Chí Minh
10.2,50.0,5,4,6,6.0,6.0,yes,yes,Long Biên, Hà Nội
13.9,56.0,6,5,5,,5.5,yes,yes,Bắc Từ Liêm, Hà Nội
14.6,56.0,4,5,6,15.0,4.0,yes,yes,Long Biên, Hà Nội
24.5,66.0,5,5,6,7.0,5.5,yes,yes,Cầu Giấy, Hà Nội
8.5,37.0,,,5,2.5,3.5,yes,yes,Cầu Giấy, Hà Nội
6.95,56.0,4,4,4,,4.0,yes,no,Quận 9, Hồ Chí Minh
16.0,110.0,6,6,3,10.0,5.2,yes,yes,Quận 7, Hồ Chí Minh
7.95,37.0,4,3,4,,3.6,yes,yes,Ba Đình, Hà Nội
2.56,100.0,4,3,2,100.0,4.0,yes,yes,Cần Giuộc, Long An
8.7,61.0,,,,3.0,4.0,yes,yes,Long Biên, Hà Nội
12.5,114.0,6,,4,12.0,4.5,yes,no,Tân Bình, Hồ Chí Minh
29.0,93.0,,,,5.0,25.0,yes,yes,Cầu Giấy, Hà Nội
10.0,129.0,3,,3,2.5,8.0,yes,yes,Gia Lâm, Hà Nội
13.5,66.0,5,5,5,6.0,,yes,yes,Quận 5, Hồ Chí Minh
6.5,45.0,4,5,6,,,yes,yes,Hoài Đức, Hà Nội
5.86,109.0,3,2,,5.0,8.0,yes,yes,Thủ Đức, Hồ Chí Minh
14.8,40.6,6,4,5,10.0,3.94,yes,yes,Thanh Xuân, Hà Nội
3.3,51.0,4,3,4,3.0,,yes,yes,Hà Đông, Hà Nội
8.7,47.0,6,5,6,5.0,,yes,yes,Bắc Từ Liêm, Hà Nội
7.1,43.0,4,5,6,,,yes,yes,Đống Đa, Hà Nội
4.95,22.0,3,3,5,2.0,4.0,yes,yes,Hai Bà Trưng, Hà Nội
25.0,95.0,4,3,4,10.0,5.0,yes,yes,Hoàng Mai, Hà Nội
7.9,38.0,4,4,5,2.0,7.2,yes,yes,Hoàng Mai, Hà Nội
3.6,28.0,2,3,3,3.0,4.0,yes,yes,Quận 7, Hồ Chí Minh
9.25,40.0,4,3,4,3.0,6.0,yes,yes,Tây Hồ, Hà Nội
5.9,36.8,2,3,4,3.0,4.6,no,no,Quận 1, Hồ Chí Minh
11.5,50.0,4,5,7,3.0,4.0,yes,yes,Long Biên, Hà Nội
13.5,45.0,3,5,7,4.0,4.0,yes,yes,Long Biên, Hà Nội
4.45,68.0,4,3,4,,,yes,no,Hà Đông, Hà Nội
9.1,63.0,4,4,4,3.5,3.8,yes,yes,Nam Từ Liêm, Hà Nội
1.45,70.0,2,2,1,12.0,,yes,yes,Tân Uyên, Bình Dương
1.15,64.0,3,2,1,16.0,,yes,yes,Trảng Bàng, Tây Ninh
80.0,243.7,15,16,,,,yes,yes,Quận 2, Hồ Chí Minh
7.0,30.0,3,3,4,2.0,5.0,yes,yes,Hoàng Mai, Hà Nội
17.5,65.0,4,5,5,,5.0,yes,yes,Cầu Giấy, Hà Nội
13.5,50.0,4,,4,10.0,,yes,no,Hà Đông, Hà Nội
7.8,71.2,6,4,3,8.0,4.0,yes,yes,Quận 11, Hồ Chí Minh
15.9,320.0,,,2,6.0,14.0,yes,no,Thủ Đức, Hồ Chí Minh
34.5,249.0,4,5,2,10.0,10.0,yes,yes,Bình Thạnh, Hồ Chí Minh
3.25,52.0,3,3,3,,,yes,no,Hà Đông, Hà Nội
6.7,100.0,5,3,3,7.0,5.0,yes,yes,Cẩm Lệ, Đà Nẵng
15.0,56.0,3,3,5,10.0,5.1,yes,yes,Long Biên, Hà Nội
30.0,109.0,30,30,8,,4.6,yes,yes,Hoàng Mai, Hà Nội
19.3,68.0,4,5,4,4.0,18.0,yes,yes,Long Biên, Hà Nội
4.3,30.0,3,3,4,3.3,5.12,yes,no,Đan Phượng, Hà Nội
7.5,64.0,2,3,2,5.0,5.0,yes,yes,Ngũ Hành Sơn, Đà Nẵng
7.3,35.0,4,2,4,3.5,5.0,yes,yes,Đống Đa, Hà Nội
26.7,85.0,25,25,7,,,yes,yes,Đống Đa, Hà Nội
44.8,86.4,8,9,7,6.0,5.5,yes,yes,Tây Hồ, Hà Nội
15.5,63.0,12,12,8,,,yes,yes,Tây Hồ, Hà Nội
35.0,100.0,22,25,9,,,yes,yes,Nam Từ Liêm, Hà Nội
10.96,243.5,8,9,2,,10.0,yes,no,Quận 2, Hồ Chí Minh
1.95,109.0,2,1,,5.0,5.0,yes,yes,Nha Trang, Khánh Hòa
7.5,70.0,4,4,3,8.0,5.0,yes,no,Bình Thạnh, Hồ Chí Minh
7.55,66.0,3,4,3,,,yes,yes,Tân Phú, Hồ Chí Minh
4.86,48.0,2,2,1,3.2,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
19.0,68.0,5,3,4,5.0,7.0,yes,no,Ba Đình, Hà Nội
8.2,70.0,4,4,,4.0,3.9,yes,yes,Tân Bình, Hồ Chí Minh
22.0,84.0,4,5,7,,5.6,yes,yes,Long Biên, Hà Nội
6.78,38.0,3,3,4,5.0,5.0,yes,yes,Gò Vấp, Hồ Chí Minh
26.9,72.0,4,5,5,6.0,10.0,yes,yes,Thanh Xuân, Hà Nội
3.5,51.0,4,3,4,6.0,4.2,yes,yes,Hải An, Hải Phòng
6.19,60.0,3,4,3,6.0,4.0,yes,yes,Nhà Bè, Hồ Chí Minh
15.5,72.0,4,4,4,8.0,6.0,yes,yes,Hà Đông, Hà Nội
4.5,32.0,3,4,5,,3.8,yes,yes,Hà Đông, Hà Nội
7.3,128.0,5,4,3,5.0,9.3,yes,yes,Nhà Bè, Hồ Chí Minh
10.5,45.0,5,4,5,,3.8,yes,yes,Hà Đông, Hà Nội
16.0,65.0,9,9,7,,,yes,yes,Tây Hồ, Hà Nội
10.8,40.0,4,4,5,6.0,3.6,yes,yes,Hai Bà Trưng, Hà Nội
13.5,42.0,10,10,7,3.5,4.2,yes,yes,Nam Từ Liêm, Hà Nội
6.9,48.0,4,3,4,8.0,4.0,yes,no,Tân Phú, Hồ Chí Minh
6.4,35.0,4,4,6,5.0,4.0,yes,yes,Thanh Trì, Hà Nội
22.0,230.0,7,5,3,16.0,9.5,yes,no,Quận 7, Hồ Chí Minh
16.0,339.2,6,7,3,4.0,16.56,yes,no,Nha Trang, Khánh Hòa
3.95,54.0,5,3,4,,,yes,yes,Bình Tân, Hồ Chí Minh
11.0,60.8,11,11,,,,yes,yes,Hai Bà Trưng, Hà Nội
5.6,106.0,3,2,2,,5.2,no,yes,Hoàng Mai, Hà Nội
9.1,46.0,3,4,5,,,yes,yes,Hà Đông, Hà Nội
7.6,30.0,3,4,4,3.0,5.0,yes,yes,Cầu Giấy, Hà Nội
4.12,171.9,4,4,3,12.0,,yes,yes,Thuận An, Bình Dương
2.68,41.49,2,2,2,7.0,4.0,yes,yes,Nha Trang, Khánh Hòa
34.5,106.0,25,,8,,6.0,yes,yes,Long Biên, Hà Nội
6.2,44.0,3,4,3,3.5,4.0,yes,yes,Quận 7, Hồ Chí Minh
7.95,40.0,3,4,4,6.0,8.0,yes,yes,Phú Nhuận, Hồ Chí Minh
1.95,203.0,3,2,2,5.0,7.0,yes,no,Hiệp Hòa, Bắc Giang
19.0,61.0,12,7,7,,10.0,yes,yes,Long Biên, Hà Nội
6.0,41.0,4,5,5,4.0,4.5,yes,yes,Gò Vấp, Hồ Chí Minh
8.59,40.0,3,3,5,,5.0,yes,yes,Ba Đình, Hà Nội
15.3,48.0,4,4,5,4.5,4.4,yes,yes,Hai Bà Trưng, Hà Nội
6.6,35.0,3,3,5,,4.0,yes,yes,Bắc Từ Liêm, Hà Nội
5.75,35.0,4,4,5,3.5,4.0,yes,yes,Bắc Từ Liêm, Hà Nội
12.54,60.0,4,3,4,,3.6,yes,yes,Hà Đông, Hà Nội
9.24,42.0,3,,6,6.0,4.4,yes,no,Long Biên, Hà Nội
5.5,69.9,4,4,,,,yes,yes,Thủ Đức, Hồ Chí Minh
10.5,112.0,4,5,4,8.0,5.0,yes,yes,Nhà Bè, Hồ Chí Minh
21.0,242.8,,,2,,8.52,yes,yes,Gò Vấp, Hồ Chí Minh
4.25,34.0,3,4,5,5.0,5.0,yes,yes,Hà Đông, Hà Nội
3.5,60.0,3,,2,,,yes,yes,Bình Tân, Hồ Chí Minh
2.8,120.0,2,1,,8.0,6.0,yes,yes,Buôn Ma Thuột, Đắk Lắk
8.25,60.0,4,4,5,3.5,4.0,yes,yes,Long Biên, Hà Nội
5.45,39.0,5,4,4,2.5,4.2,yes,yes,Thanh Trì, Hà Nội
5.95,30.0,3,4,5,,,yes,yes,Long Biên, Hà Nội
6.5,63.0,3,3,2,5.0,5.0,yes,yes,Tân Phú, Hồ Chí Minh
4.5,45.0,5,5,4,3.0,3.5,yes,yes,Thanh Trì, Hà Nội
6.1,51.5,3,4,4,4.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
7.5,50.0,5,,5,,,yes,yes,Hoàng Mai, Hà Nội
21.0,129.0,4,2,2,12.0,5.0,yes,yes,Gia Lâm, Hà Nội
8.5,33.0,3,4,5,,,yes,yes,Hai Bà Trưng, Hà Nội
11.5,40.0,3,4,5,3.4,4.0,yes,yes,Tây Hồ, Hà Nội
8.0,38.0,10,10,6,,,yes,yes,Nam Từ Liêm, Hà Nội
7.8,38.0,3,4,4,4.0,4.4,yes,yes,Gò Vấp, Hồ Chí Minh
6.8,44.0,3,4,,,,yes,yes,Gò Vấp, Hồ Chí Minh
13.8,62.0,17,17,7,,,yes,yes,Bắc Từ Liêm, Hà Nội
6.26,26.0,3,4,5,3.0,3.2,yes,yes,Hoàng Mai, Hà Nội
2.78,31.0,3,3,3,10.0,3.53,yes,yes,Chương Mỹ, Hà Nội
9.24,42.0,3,,6,6.0,4.4,yes,no,Long Biên, Hà Nội
5.95,51.0,4,3,3,,4.2,yes,no,Nhà Bè, Hồ Chí Minh
5.75,35.0,4,4,5,3.5,4.0,yes,yes,Bắc Từ Liêm, Hà Nội
9.8,41.0,3,4,6,3.7,3.8,yes,yes,Long Biên, Hà Nội
12.54,60.0,4,3,4,,3.6,yes,yes,Hà Đông, Hà Nội
4.25,34.0,3,4,5,5.0,5.0,yes,yes,Hà Đông, Hà Nội
10.5,112.0,4,5,4,8.0,5.0,yes,yes,Nhà Bè, Hồ Chí Minh
21.0,242.8,,,2,,8.52,yes,yes,Gò Vấp, Hồ Chí Minh
3.5,60.0,3,,2,,,yes,yes,Bình Tân, Hồ Chí Minh
6.2,52.0,3,3,4,4.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
3.0,56.0,4,5,4,7.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
8.8,30.0,,,5,8.0,,yes,yes,Đống Đa, Hà Nội
1.75,81.0,3,2,1,12.0,,yes,yes,Biên Hòa, Đồng Nai
8.5,55.0,4,4,4,4.0,6.0,yes,yes,Long Biên, Hà Nội
8.9,75.0,3,4,3,5.5,5.0,yes,no,Sơn Trà, Đà Nẵng
8.95,40.0,4,3,4,3.0,6.0,yes,yes,Tây Hồ, Hà Nội
5.65,53.3,3,3,2,5.0,4.0,yes,no,Thủ Đức, Hồ Chí Minh
3.6,115.0,5,3,4,,,yes,yes,Bình Xuyên, Vĩnh Phúc
6.85,36.0,4,3,4,2.0,3.2,yes,yes,Ba Đình, Hà Nội
3.9,200.0,5,4,3,5.0,9.55,yes,yes,Chương Mỹ, Hà Nội
2.75,63.0,2,2,2,6.0,6.0,yes,yes,Biên Hòa, Đồng Nai
3.6,30.0,1,1,1,3.0,3.3,yes,yes,Hai Bà Trưng, Hà Nội
4.2,55.0,4,3,4,3.6,,yes,yes,Lê Chân, Hải Phòng
7.9,34.0,4,4,6,3.0,4.6,yes,no,Ba Đình, Hà Nội
5.0,30.0,3,4,4,,3.2,yes,yes,Hoài Đức, Hà Nội
6.8,80.0,4,5,3,5.0,,yes,no,Quận 12, Hồ Chí Minh
36.9,150.0,20,22,8,7.0,7.6,yes,no,Quận 7, Hồ Chí Minh
4.6,59.0,3,2,2,3.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
4.45,42.0,3,3,2,,,yes,yes,Bình Thạnh, Hồ Chí Minh
11.7,63.1,2,1,2,3.0,4.0,yes,yes,Cầu Giấy, Hà Nội
16.0,71.0,14,14,6,4.0,4.2,yes,yes,Hoàng Mai, Hà Nội
7.8,30.0,3,5,6,,3.8,yes,no,Cầu Giấy, Hà Nội
6.4,54.0,4,5,4,8.0,4.0,yes,yes,Nhà Bè, Hồ Chí Minh
20.0,200.0,4,3,1,13.0,8.0,yes,no,Tân Bình, Hồ Chí Minh
19.5,51.0,5,5,8,,,yes,yes,Long Biên, Hà Nội
7.4,90.0,2,2,1,8.0,5.0,yes,no,Thủ Đức, Hồ Chí Minh
14.8,48.0,3,5,6,6.0,5.4,yes,yes,Tây Hồ, Hà Nội
6.0,50.0,5,4,4,3.5,3.5,yes,yes,Hoài Đức, Hà Nội
5.3,81.0,3,3,2,,7.3,yes,no,Quận 7, Hồ Chí Minh
5.13,46.0,6,4,5,6.0,4.2,yes,no,Hà Đông, Hà Nội
11.66,100.0,4,4,3,12.0,6.2,yes,yes,Thủ Đức, Hồ Chí Minh
4.9,144.0,4,4,2,6.0,,yes,no,Thuận An, Bình Dương
19.5,90.0,22,22,7,2.5,5.4,yes,yes,Nam Từ Liêm, Hà Nội
11.5,72.0,,4,3,3.0,,yes,yes,Quận 3, Hồ Chí Minh
1.86,126.5,3,1,,6.0,5.5,yes,yes,Bình Chánh, Hồ Chí Minh
28.0,871.1,7,,,8.0,40.0,yes,yes,Hội An, Quảng Nam
17.0,80.0,4,4,3,2.0,5.0,yes,no,Cầu Giấy, Hà Nội
6.2,32.0,3,3,5,2.0,4.0,yes,no,Hai Bà Trưng, Hà Nội
4.5,60.0,4,4,3,7.0,4.0,yes,yes,Dĩ An, Bình Dương
12.5,60.0,6,4,5,2.5,3.5,yes,yes,Tây Hồ, Hà Nội
12.8,90.0,5,4,4,3.0,5.0,yes,yes,Cầu Giấy, Hà Nội
7.6,50.0,5,3,4,6.0,4.0,yes,no,Gò Vấp, Hồ Chí Minh
91.0,162.0,18,18,9,5.0,7.5,yes,no,Tây Hồ, Hà Nội
4.7,82.0,3,2,2,8.0,5.4,yes,yes,Hóc Môn, Hồ Chí Minh
12.5,50.0,4,4,4,5.0,4.0,yes,no,Thanh Trì, Hà Nội
7.3,40.0,5,3,4,3.0,4.0,yes,no,Hai Bà Trưng, Hà Nội
26.8,116.5,28,28,7,,5.4,yes,yes,Nam Từ Liêm, Hà Nội
15.0,50.0,4,5,7,6.0,4.0,yes,yes,Long Biên, Hà Nội
3.1,58.0,,,3,2.2,3.55,yes,no,Gia Lâm, Hà Nội
5.5,54.0,3,2,3,,,yes,no,Gò Vấp, Hồ Chí Minh
12.5,50.0,10,,8,,,yes,yes,Hoàn Kiếm, Hà Nội
14.5,68.0,6,4,,6.5,3.5,yes,no,Long Biên, Hà Nội
8.4,63.0,4,,4,12.0,9.0,no,no,Gò Vấp, Hồ Chí Minh
3.35,36.0,4,3,4,5.0,3.3,yes,yes,Hồng Bàng, Hải Phòng
14.5,168.2,7,8,1,,,yes,yes,Gò Vấp, Hồ Chí Minh
9.5,80.0,6,2,3,,4.0,yes,yes,Tân Bình, Hồ Chí Minh
2.9,21.0,2,2,2,4.0,3.5,yes,yes,Gò Vấp, Hồ Chí Minh
15.0,56.0,3,5,5,13.5,5.0,yes,yes,Long Biên, Hà Nội
6.85,52.0,,,2,3.5,4.0,yes,no,Tân Bình, Hồ Chí Minh
12.5,50.5,4,4,5,4.0,5.0,yes,yes,Tây Hồ, Hà Nội
13.5,66.0,14,14,7,,,yes,yes,Bắc Từ Liêm, Hà Nội
4.95,64.0,2,3,2,6.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
5.6,25.0,2,3,4,2.5,3.5,yes,yes,Hai Bà Trưng, Hà Nội
7.9,37.0,4,5,6,,,yes,yes,Ba Đình, Hà Nội
12.7,75.0,4,4,4,4.0,4.5,yes,yes,Hoàng Mai, Hà Nội
1.49,125.0,2,1,1,6.0,7.0,yes,yes,Chợ Gạo, Tiền Giang
10.5,84.0,4,5,4,,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
6.48,30.0,2,3,4,3.0,4.0,yes,yes,Hai Bà Trưng, Hà Nội
25.0,95.0,25,25,7,,,yes,yes,Đống Đa, Hà Nội
8.5,56.0,4,5,4,8.0,,yes,yes,Tân Phú, Hồ Chí Minh
11.5,78.0,6,4,5,,,yes,yes,Nam Từ Liêm, Hà Nội
4.0,36.5,3,3,3,4.0,4.0,yes,yes,Hoài Đức, Hà Nội
5.86,42.0,2,2,3,3.5,4.0,yes,yes,Hoàng Mai, Hà Nội
26.0,60.0,,,5,7.0,5.0,yes,no,Thanh Xuân, Hà Nội
9.5,80.0,6,2,3,,4.0,yes,yes,Tân Bình, Hồ Chí Minh
6.85,52.0,,,2,3.5,4.0,yes,no,Tân Bình, Hồ Chí Minh
14.5,168.2,7,8,1,,,yes,yes,Gò Vấp, Hồ Chí Minh
12.5,50.5,4,4,5,4.0,5.0,yes,yes,Tây Hồ, Hà Nội
17.9,85.0,21,21,7,,12.5,yes,yes,Cầu Giấy, Hà Nội
13.5,66.0,14,14,7,,,yes,yes,Bắc Từ Liêm, Hà Nội
4.95,64.0,2,3,2,6.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
3.85,65.0,4,5,2,7.0,,yes,yes,Bình Thạnh, Hồ Chí Minh
7.5,26.0,3,3,4,5.0,6.0,yes,yes,Đống Đa, Hà Nội
4.25,40.6,2,2,2,3.0,3.6,no,no,Hà Đông, Hà Nội
15.5,151.0,,4,2,,5.0,yes,yes,Hóc Môn, Hồ Chí Minh
14.7,45.0,5,4,5,,,yes,yes,Hai Bà Trưng, Hà Nội
25.7,79.0,4,5,6,4.0,7.6,yes,yes,Đống Đa, Hà Nội
45.0,160.0,42,42,7,6.0,7.0,yes,yes,Thanh Xuân, Hà Nội
8.5,32.0,3,,5,2.0,,yes,no,Hai Bà Trưng, Hà Nội
11.0,76.0,5,5,4,8.0,4.0,yes,no,Quận 7, Hồ Chí Minh
7.5,48.0,7,5,5,,4.0,yes,yes,Phú Nhuận, Hồ Chí Minh
5.6,40.0,3,,5,2.5,,yes,yes,Hoàng Mai, Hà Nội
7.15,50.0,4,3,4,3.0,4.5,yes,yes,Hà Đông, Hà Nội
5.1,35.0,4,5,5,4.0,4.0,yes,yes,Hoài Đức, Hà Nội
3.55,24.0,3,3,3,,,no,no,Tân Phú, Hồ Chí Minh
15.0,56.0,3,,5,25.0,5.1,yes,no,Long Biên, Hà Nội
5.8,42.0,4,4,5,3.0,3.5,yes,yes,Hoàng Mai, Hà Nội
2.25,98.0,3,2,2,,5.0,yes,yes,Vĩnh Cửu, Đồng Nai
13.5,68.0,4,3,4,,5.0,yes,yes,Cầu Giấy, Hà Nội
14.5,69.0,4,5,6,5.0,4.1,yes,no,Hoàng Mai, Hà Nội
14.8,70.0,4,5,6,5.0,4.1,yes,yes,Hoàng Mai, Hà Nội
4.1,100.0,3,1,1,6.0,5.0,yes,yes,Thủ Dầu Một, Bình Dương
4.25,54.0,4,3,4,,,yes,yes,Lê Chân, Hải Phòng
6.8,45.0,3,3,3,,,yes,yes,Đống Đa, Hà Nội
3.55,93.0,5,2,2,4.0,4.0,yes,yes,Thủ Dầu Một, Bình Dương
6.0,134.0,4,3,2,5.5,6.0,no,no,Liên Chiểu, Đà Nẵng
3.25,47.0,3,3,3,5.0,3.8,yes,no,Thanh Oai, Hà Nội
3.25,68.5,3,4,3,4.0,6.2,yes,yes,Nha Trang, Khánh Hòa
7.85,34.0,3,3,5,,,yes,no,Hà Đông, Hà Nội
4.95,141.0,4,3,2,5.0,57.0,yes,yes,Thủ Dầu Một, Bình Dương
3.7,43.8,4,3,3,2.5,3.75,yes,yes,Thanh Oai, Hà Nội
9.5,74.0,6,4,4,,,yes,no,Bình Thạnh, Hồ Chí Minh
2.9,15.0,2,3,4,2.0,3.4,yes,yes,Đống Đa, Hà Nội
6.9,60.0,4,4,4,2.0,4.5,yes,yes,Đống Đa, Hà Nội
33.5,90.0,16,17,7,,9.5,yes,yes,Cầu Giấy, Hà Nội
5.6,36.0,2,2,2,10.0,6.0,yes,yes,Gò Vấp, Hồ Chí Minh
5.5,42.1,4,3,4,3.0,3.6,yes,yes,Đan Phượng, Hà Nội
21.8,74.0,4,4,7,6.0,5.5,yes,yes,Long Biên, Hà Nội
6.05,57.0,4,5,4,10.0,4.4,yes,yes,Quận 12, Hồ Chí Minh
10.9,60.0,2,2,2,6.0,4.0,no,no,Quận 3, Hồ Chí Minh
9.25,55.0,4,5,,4.0,4.0,yes,yes,Long Biên, Hà Nội
5.8,38.0,4,3,5,2.5,4.0,yes,yes,Long Biên, Hà Nội
15.8,61.0,7,8,6,11.0,4.0,yes,yes,Thanh Xuân, Hà Nội
3.15,28.0,2,3,4,2.5,3.0,yes,yes,Bắc Từ Liêm, Hà Nội
5.79,45.0,2,2,2,,,yes,yes,Quận 7, Hồ Chí Minh
8.1,60.0,4,4,3,8.0,,yes,yes,Tân Phú, Hồ Chí Minh
12.5,41.0,4,5,6,,,yes,yes,Đống Đa, Hà Nội
8.3,45.0,1,1,1,,,yes,no,Hà Đông, Hà Nội
5.8,63.0,3,2,2,2.0,4.0,yes,no,Long Biên, Hà Nội
8.45,40.0,4,4,4,,,yes,yes,Nam Từ Liêm, Hà Nội
12.4,113.0,5,6,4,10.0,4.5,yes,yes,Tân Bình, Hồ Chí Minh
14.5,43.0,5,4,4,4.5,13.0,yes,yes,Hai Bà Trưng, Hà Nội
110.0,110.0,21,,10,110.0,5.0,yes,no,Hai Bà Trưng, Hà Nội
6.9,79.1,4,4,4,8.5,4.0,yes,yes,Ninh Kiều, Cần Thơ
13.5,60.0,4,5,5,6.0,15.2,yes,no,Bắc Từ Liêm, Hà Nội
21.0,94.0,,,4,,7.3,yes,yes,Đống Đa, Hà Nội
5.99,65.0,4,2,2,6.0,3.3,yes,no,Quận 11, Hồ Chí Minh
5.8,72.0,4,4,3,4.0,,yes,yes,Bình Tân, Hồ Chí Minh
15.9,61.0,8,10,6,10.0,4.0,yes,yes,Thanh Xuân, Hà Nội
0.0285,60.0,6,5,5,8.0,3.9,yes,no,Nam Từ Liêm, Hà Nội
3.95,133.0,,,1,6.0,6.0,yes,no,Biên Hòa, Đồng Nai
8.5,43.0,,,6,,4.0,yes,yes,Ba Đình, Hà Nội
5.5,67.5,2,2,1,,,yes,yes,Thủ Đức, Hồ Chí Minh
20.7,42.0,6,5,5,,3.0,yes,yes,Đống Đa, Hà Nội
29.0,72.0,8,4,7,18.0,4.0,yes,yes,Hà Đông, Hà Nội
19.9,185.0,18,19,5,,12.5,yes,yes,Gò Vấp, Hồ Chí Minh
14.66,65.0,4,6,6,4.0,5.8,no,yes,Tây Hồ, Hà Nội
7.79,60.0,5,4,5,4.0,,yes,yes,Long Biên, Hà Nội
6.3,33.0,4,4,5,,,yes,yes,Hoàng Mai, Hà Nội
22.9,75.0,17,18,9,12.0,5.5,yes,yes,Nam Từ Liêm, Hà Nội
5.8,36.0,3,4,5,3.0,4.0,yes,yes,Long Biên, Hà Nội
6.45,40.0,5,3,4,50.0,4.0,yes,no,Hoàng Mai, Hà Nội
11.9,50.0,4,4,4,12.0,4.0,yes,yes,Hà Đông, Hà Nội
7.2,53.0,5,6,4,10.0,10.0,yes,no,Quận 8, Hồ Chí Minh
4.6,45.0,2,2,2,4.0,4.0,yes,yes,Thủ Đức, Hồ Chí Minh
7.99,60.0,5,5,5,5.0,4.0,yes,no,Gò Vấp, Hồ Chí Minh
10.0,100.0,8,9,4,52.0,52.0,yes,yes,Bình Chánh, Hồ Chí Minh
5.7,38.0,5,4,5,2.5,5.0,yes,yes,Long Biên, Hà Nội
5.8,40.0,3,1,5,,,yes,yes,Hà Đông, Hà Nội
12.9,100.0,5,6,4,16.0,,yes,yes,Bình Tân, Hồ Chí Minh
11.9,63.0,4,4,4,5.0,4.1,yes,yes,Phú Nhuận, Hồ Chí Minh
6.87,24.0,3,3,5,4.0,3.0,yes,no,Đống Đa, Hà Nội
4.85,50.0,4,3,4,6.0,,yes,yes,Thanh Trì, Hà Nội
6.7,42.0,3,4,5,4.0,,yes,yes,Gia Lâm, Hà Nội
5.7,65.0,5,5,4,3.0,12.0,yes,yes,Gò Vấp, Hồ Chí Minh
5.65,80.0,7,7,2,6.0,6.0,yes,yes,Bình Tân, Hồ Chí Minh
22.4,55.0,5,6,5,8.0,7.0,yes,no,Cầu Giấy, Hà Nội
5.9,100.0,4,3,2,8.0,5.0,yes,yes,Quận 12, Hồ Chí Minh
21.4,120.0,2,2,1,30.0,6.2,yes,no,Tân Bình, Hồ Chí Minh
11.9,54.0,6,5,6,3.0,4.5,yes,yes,Thanh Xuân, Hà Nội
7.4,55.0,4,4,4,2.0,4.0,yes,yes,Thanh Trì, Hà Nội
15.9,61.0,8,9,6,12.0,4.0,yes,yes,Thanh Xuân, Hà Nội
8.5,93.0,4,2,2,,,yes,yes,Thủ Đức, Hồ Chí Minh
2.9,90.0,2,1,1,4.0,5.0,yes,yes,Ninh Kiều, Cần Thơ
9.3,62.0,4,2,3,,,yes,yes,Hoàng Mai, Hà Nội
8.5,68.0,4,3,4,4.0,4.1,yes,yes,Gò Vấp, Hồ Chí Minh
17.5,143.5,6,6,1,8.0,10.0,yes,yes,Bình Thạnh, Hồ Chí Minh
8.7,30.0,4,4,4,7.0,3.5,yes,yes,Bình Thạnh, Hồ Chí Minh
8.2,112.0,,,3,12.0,6.0,yes,yes,Quận 12, Hồ Chí Minh
1.95,65.0,2,1,1,3.0,5.0,yes,yes,Huế, Thừa Thiên Huế
12.0,70.0,6,4,7,6.0,4.5,yes,yes,Long Biên, Hà Nội
108.0,140.0,4,4,4,,8.0,yes,yes,Hai Bà Trưng, Hà Nội
19.1,60.0,,,5,5.0,5.0,yes,yes,Cầu Giấy, Hà Nội
7.5,114.0,3,3,2,10.0,6.0,yes,yes,Cái Răng, Cần Thơ
1.55,20.0,2,2,2,3.0,4.7,yes,no,Thủ Đức, Hồ Chí Minh
3.2,22.0,2,2,2,4.0,,yes,no,Gò Vấp, Hồ Chí Minh
11.0,60.0,4,4,4,5.5,5.0,yes,yes,Ngũ Hành Sơn, Đà Nẵng
19.8,55.0,3,4,5,6.0,5.8,yes,yes,Ba Đình, Hà Nội
4.6,30.0,2,2,2,,,yes,no,Quận 6, Hồ Chí Minh
2.69,110.0,3,2,2,6.0,4.2,yes,no,Biên Hòa, Đồng Nai
5.1,256.0,6,3,,6.0,8.0,yes,yes,Biên Hòa, Đồng Nai
18.0,50.2,4,3,4,4.0,3.2,yes,yes,Hoàng Mai, Hà Nội
13.0,50.0,4,4,6,8.0,4.0,yes,yes,Đống Đa, Hà Nội
2.55,46.0,2,2,2,4.0,3.0,yes,yes,Nhà Bè, Hồ Chí Minh
7.0,35.0,3,4,6,4.0,4.0,yes,yes,Long Biên, Hà Nội
15.9,65.0,4,4,6,6.0,4.0,yes,yes,Thanh Xuân, Hà Nội
7.6,42.0,4,4,4,5.0,,yes,yes,Long Biên, Hà Nội
18.8,90.0,23,23,6,,7.0,yes,no,Nam Từ Liêm, Hà Nội
15.7,120.0,5,5,4,12.0,8.0,yes,yes,Thủ Đức, Hồ Chí Minh
12.5,50.0,6,4,5,5.0,4.8,yes,no,Bắc Từ Liêm, Hà Nội
